January 2018 ASP NDC - HCPCS Crosswalk for Medicare Part B Drugs,,,,,,,,,
"     Effective January 1, 2018 through March 31, 2018",,,,,,,,,
,,,,,,,,,
Note 1: This crosswalk is based on published drug and biological pricing data and information submitted to CMS by manufacturers. The information is intended to support ASP-based ,,,,,,,,,
Medicare Part B payments only. ,,,,,,,,,
Note 2: Please submit comments on the crosswalk to e-mail address: sec303aspdata@cms.hhs.gov. ,,,,,,,,,
,,,,,,,,,
_2018_CODE,Short Description,LABELER NAME,NDC2,Drug Name,HCPCS dosage,PKG SIZE,PKG QTY,BILLUNITS,BILLUNITSPKG
J0881,"Darbepoetin alfa, non-esrd","Amgen USA, Inc.",55513-0057-04,Aranesp,1 MCG,0.42,4,25,100
J0881,"Darbepoetin alfa, non-esrd","Amgen USA, Inc.",55513-0098-04,Aranesp,1 MCG,0.4,4,10,40
J0881,"Darbepoetin alfa, non-esrd","Amgen USA, Inc.",55513-0110-01,Aranesp,1 MCG,1,1,300,300
J0881,"Darbepoetin alfa, non-esrd","Amgen USA, Inc.",55513-0111-01,Aranesp,1 MCG,0.6,1,300,300
J0882,"Darbepoetin alfa, esrd use","Amgen USA, Inc.",55513-0002-04,Aranesp,1 MCG,1,4,25,100
J0882,"Darbepoetin alfa, esrd use","Amgen USA, Inc.",55513-0003-04,Aranesp,1 MCG,1,4,40,160
J0882,"Darbepoetin alfa, esrd use","Amgen USA, Inc.",55513-0004-04,Aranesp,1 MCG,1,4,60,240
J0882,"Darbepoetin alfa, esrd use","Amgen USA, Inc.",55513-0005-04,Aranesp,1 MCG,1,4,100,400
J0882,"Darbepoetin alfa, esrd use","Amgen USA, Inc.",55513-0006-01,Aranesp,1 MCG,1,1,200,200
J0882,"Darbepoetin alfa, esrd use","Amgen USA, Inc.",55513-0021-04,Aranesp,1 MCG,0.4,4,40,160
J0882,"Darbepoetin alfa, esrd use","Amgen USA, Inc.",55513-0023-04,Aranesp,1 MCG,0.3,4,60,240
J0882,"Darbepoetin alfa, esrd use","Amgen USA, Inc.",55513-0025-04,Aranesp,1 MCG,0.5,4,100,400
J0882,"Darbepoetin alfa, esrd use","Amgen USA, Inc.",55513-0027-04,Aranesp,1 MCG,0.3,4,150,600
J0882,"Darbepoetin alfa, esrd use","Amgen USA, Inc.",55513-0028-01,Aranesp,1 MCG,0.4,1,200,200
J0882,"Darbepoetin alfa, esrd use","Amgen USA, Inc.",55513-0032-01,Aranesp,1 MCG,1,1,500,500
J0882,"Darbepoetin alfa, esrd use","Amgen USA, Inc.",55513-0057-04,Aranesp,1 MCG,0.42,4,25,100
J0882,"Darbepoetin alfa, esrd use","Amgen USA, Inc.",55513-0098-04,Aranesp,1 MCG,0.4,4,10,40
J0882,"Darbepoetin alfa, esrd use","Amgen USA, Inc.",55513-0110-01,Aranesp,1 MCG,1,1,300,300
J0882,"Darbepoetin alfa, esrd use","Amgen USA, Inc.",55513-0111-01,Aranesp,1 MCG,0.6,1,300,300
J0885,"Epoetin alfa, non-esrd","Amgen USA, Inc.",55513-0126-10,Epogen,1000 UNITS,1,10,2,20
J0885,"Epoetin alfa, non-esrd","Amgen USA, Inc.",55513-0144-10,Epogen,1000 UNITS,1,10,10,100
J0885,"Epoetin alfa, non-esrd","Amgen USA, Inc.",55513-0148-10,Epogen,1000 UNITS,1,10,4,40
J0885,"Epoetin alfa, non-esrd","Amgen USA, Inc.",55513-0267-10,Epogen,1000 UNITS,1,10,3,30
J0885,"Epoetin alfa, non-esrd","Amgen USA, Inc.",55513-0283-10,Epogen,1000 UNITS,2,10,20,200
J0885,"Epoetin alfa, non-esrd","Amgen USA, Inc.",55513-0478-10,Epogen,1000 UNITS,1,10,20,200
J0885,"Epoetin alfa, non-esrd","Janssen Products, LP",59676-0302-01,Procrit,1000 UNITS,1,6,2,12
J0885,"Epoetin alfa, non-esrd","Janssen Products, LP",59676-0303-01,Procrit,1000 UNITS,1,6,3,18
J0885,"Epoetin alfa, non-esrd","Janssen Products, LP",59676-0304-01,Procrit,1000 UNITS,1,6,4,24
J0885,"Epoetin alfa, non-esrd","Janssen Products, LP",59676-0310-01,Procrit,1000 UNITS,1,6,10,60
J0885,"Epoetin alfa, non-esrd","Janssen Products, LP",59676-0310-02,Procrit,1000 UNITS,1,25,10,250
J0885,"Epoetin alfa, non-esrd","Janssen Products, LP",59676-0312-04,Procrit,1000 UNITS,2,4,20,80
J0885,"Epoetin alfa, non-esrd","Janssen Products, LP",59676-0320-04,Procrit,1000 UNITS,1,4,20,80
J0885,"Epoetin alfa, non-esrd","Janssen Products, LP",59676-0340-01,Procrit,1000 UNITS,1,4,40,160
J0887,Epoetin beta esrd use,Vifor (International) Ltd.,00004-0401-09,Mircera,1 MCG,0.3,1,50,50
J0887,Epoetin beta esrd use,Vifor (International) Ltd.,00004-0402-09,Mircera,1 MCG,0.3,1,75,75
J0887,Epoetin beta esrd use,Vifor (International) Ltd.,00004-0403-09,Mircera,1 MCG,0.3,1,100,100
J0887,Epoetin beta esrd use,Vifor (International) Ltd.,59353-0400-09,Mircera,1 MCG,0.3,1,30,30
J0887,Epoetin beta esrd use,Vifor (International) Ltd.,59353-0401-09,Mircera,1 MCG,0.3,1,50,50
J0887,Epoetin beta esrd use,Vifor (International) Ltd.,59353-0402-09,Mircera,1 MCG,0.3,1,75,75
J0887,Epoetin beta esrd use,Vifor (International) Ltd.,59353-0403-09,Mircera,1 MCG,0.3,1,100,100
J0887,Epoetin beta esrd use,Vifor (International) Ltd.,59353-0404-09,Mircera,1 MCG,0.3,1,150,150
J0887,Epoetin beta esrd use,Vifor (International) Ltd.,59353-0405-09,Mircera,1 MCG,0.3,1,200,200
J0888,Epoetin beta non esrd,Vifor (International) Ltd.,00004-0401-09,Mircera,1 MCG,0.3,1,50,50
J0888,Epoetin beta non esrd,Vifor (International) Ltd.,00004-0402-09,Mircera,1 MCG,0.3,1,75,75
J0888,Epoetin beta non esrd,Vifor (International) Ltd.,00004-0403-09,Mircera,1 MCG,0.3,1,100,100
J0888,Epoetin beta non esrd,Vifor (International) Ltd.,59353-0400-09,Mircera,1 MCG,0.3,1,30,30
J0888,Epoetin beta non esrd,Vifor (International) Ltd.,59353-0401-09,Mircera,1 MCG,0.3,1,50,50
J0888,Epoetin beta non esrd,Vifor (International) Ltd.,59353-0402-09,Mircera,1 MCG,0.3,1,75,75
J0888,Epoetin beta non esrd,Vifor (International) Ltd.,59353-0403-09,Mircera,1 MCG,0.3,1,100,100
J0888,Epoetin beta non esrd,Vifor (International) Ltd.,59353-0404-09,Mircera,1 MCG,0.3,1,150,150
J0888,Epoetin beta non esrd,Vifor (International) Ltd.,59353-0405-09,Mircera,1 MCG,0.3,1,200,200
J0894,Decitabine injection,Accord Healthcare Inc.,16729-0224-05,Decitabine,1 MG,1,1,50,50
J0894,Decitabine injection,"Dr. Reddy's Laboratories, Inc.",43598-0348-37,decitabine,1 MG,1,1,50,50
J0894,Decitabine injection,"Dr. Reddy's Laboratories, Inc.",43598-0427-37,Decitabine,1 MG,1,1,50,50
J0894,Decitabine injection,Sun Pharmaceutical Global Fze.,47335-0361-41,decitabine,1 MG,1,1,50,50
J0894,Decitabine injection,"Dr. Reddy's Laboratories, Inc.",55111-0556-10,decitabine,1 MG,1,1,50,50
J0894,Decitabine injection,"Otsuka America Pharmaceutical, Inc.",59148-0046-70,DACOGEN,1 MG,1,1,50,50
J0894,Decitabine injection,"Otsuka America Pharmaceutical, Inc.",62856-0600-01,decitabine,1 MG,1,1,50,50
J0895,Deferoxamine mesylate inj,Novartis Pharmaceuticals Corporation,00078-0347-51,Desferal,500 MG,4,1,16,16
J0895,Deferoxamine mesylate inj,Novartis Pharmaceuticals Corporation,00078-0467-91,Desferal,500 MG,1,4,1,4
J0895,Deferoxamine mesylate inj,"HOSPIRA, INC",00409-2336-10,Deferoxamine Mesylate,500 MG,1,4,1,4
J0895,Deferoxamine mesylate inj,"HOSPIRA, INC",00409-2337-25,Deferoxamine Mesylate,500 MG,1,4,4,16
J0895,Deferoxamine mesylate inj,Fresenius Kabi USA LLC,63323-0597-10,Deferoxamine Mesylate,500 MG,1,1,1,1
J0895,Deferoxamine mesylate inj,Fresenius Kabi USA LLC,63323-0599-30,Deferoxamine Mesylate,500 MG,1,1,4,4
J0897,Denosumab injection,"Amgen USA, Inc.",55513-0710-01,Prolia,1 MG,1,1,60,60
J0897,Denosumab injection,"Amgen USA, Inc.",55513-0730-01,XGEVA,1 MG,1,1,120,120
J1000,Depo-estradiol cypionate inj,PFIZER INC.,00009-0271-01,Depo-Estradiol,5 MG,5,1,5,5
J1020,Methylprednisolone 20 mg inj,PFIZER INC.,00009-0274-01,Depo-Medrol,20 MG,5,1,5,5
J1020,Methylprednisolone 20 mg inj,"SICOR PHARMACEUTICALS, INC.",00703-0031-01,Methylprednisolone Acetate Usp,20 MG,1,1,2,2
J1030,Methylprednisolone 40 mg inj,PFIZER INC.,00009-0280-02,Depo-Medrol,40 MG,5,1,5,5
J1030,Methylprednisolone 40 mg inj,PFIZER INC.,00009-0280-03,Depo-Medrol,40 MG,10,1,10,10
J1030,Methylprednisolone 40 mg inj,PFIZER INC.,00009-0280-51,Depo-Medrol,40 MG,5,25,5,125
J1030,Methylprednisolone 40 mg inj,PFIZER INC.,00009-0280-52,Depo-Medrol,40 MG,10,25,10,250
J1030,Methylprednisolone 40 mg inj,PFIZER INC.,00009-3073-01,Depo-Medrol,40 MG,1,1,1,1
J1030,Methylprednisolone 40 mg inj,PFIZER INC.,00009-3073-03,Depo-Medrol,40 MG,1,25,1,25
J1030,Methylprednisolone 40 mg inj,PFIZER INC.,00009-3073-22,Depo-Medrol,40 MG,1,1,1,1
J1030,Methylprednisolone 40 mg inj,PFIZER INC.,00009-3073-23,Depo-Medrol,40 MG,1,25,1,25
J1030,Methylprednisolone 40 mg inj,"SICOR PHARMACEUTICALS, INC.",00703-0031-01,Methylprednisolone Acetate Usp,40 MG,1,1,1,1
J1030,Methylprednisolone 40 mg inj,"SICOR PHARMACEUTICALS, INC.",00703-0043-01,Methylprednisolone Acetate Usp,40 MG,5,1,5,5
J1030,Methylprednisolone 40 mg inj,"SICOR PHARMACEUTICALS, INC.",00703-0045-01,Methylprednisolone Acetate Usp,40 MG,10,1,10,10
J1030,Methylprednisolone 40 mg inj,A-S Medication Solutions,54569-1901-01,Depo-Medrol,40 MG,5,1,5,5
J1030,Methylprednisolone 40 mg inj,A-S Medication Solutions,54569-2213-00,Depo-Medrol,40 MG,1,1,1,1
J1030,Methylprednisolone 40 mg inj,A-S Medication Solutions,54569-4265-00,Depo-Medrol,40 MG,10,1,10,10
J1040,Methylprednisolone 80 mg inj,PFIZER INC.,00009-0306-02,Depo-Medrol,80 MG,5,1,5,5
J1040,Methylprednisolone 80 mg inj,PFIZER INC.,00009-0306-12,Depo-Medrol,80 MG,5,25,5,125
J1040,Methylprednisolone 80 mg inj,PFIZER INC.,00009-3475-01,Depo-Medrol,80 MG,1,1,1,1
J1040,Methylprednisolone 80 mg inj,PFIZER INC.,00009-3475-03,Depo-Medrol,80 MG,1,25,1,25
J1040,Methylprednisolone 80 mg inj,PFIZER INC.,00009-3475-22,Depo-Medrol,80 MG,1,1,1,1
J1040,Methylprednisolone 80 mg inj,PFIZER INC.,00009-3475-23,Depo-Medrol,80 MG,1,25,1,25
J1040,Methylprednisolone 80 mg inj,"SICOR PHARMACEUTICALS, INC.",00703-0051-01,Methylprednisolone Acetate,80 MG,1,1,1,1
J1040,Methylprednisolone 80 mg inj,"SICOR PHARMACEUTICALS, INC.",00703-0051-04,Methylprednisolone Acetate,80 MG,1,25,1,25
J1040,Methylprednisolone 80 mg inj,"SICOR PHARMACEUTICALS, INC.",00703-0063-01,Methylprednisolone Acetate,80 MG,5,1,5,5
J1040,Methylprednisolone 80 mg inj,A-S Medication Solutions,54569-2232-00,Depo-Medrol,80 MG,5,1,5,5
J1040,Methylprednisolone 80 mg inj,A-S Medication Solutions,54569-3374-00,Depo-Medrol,80 MG,1,1,1,1
J1050,Medroxyprogesterone acetate,PFIZER INC.,00009-0626-01,Depo-Provera,1 MG,2.5,1,1000,1000
J1071,Inj testosterone cypionate,PFIZER INC.,00009-0085-10,Depo-Testosterone,1 MG,10,1,1000,1000
J1071,Inj testosterone cypionate,PFIZER INC.,00009-0086-01,Depo-Testosterone,1 MG,1,1,200,200
J1071,Inj testosterone cypionate,PFIZER INC.,00009-0086-10,Depo-Testosterone,1 MG,10,1,2000,2000
J1071,Inj testosterone cypionate,PFIZER INC.,00009-0347-02,Depo-Testosterone,1 MG,10,1,1000,1000
J1071,Inj testosterone cypionate,PFIZER INC.,00009-0417-01,Depo-Testosterone,1 MG,1,1,200,200
J1071,Inj testosterone cypionate,PFIZER INC.,00009-0417-02,Depo-Testosterone,1 MG,10,1,2000,2000
J1071,Inj testosterone cypionate,PFIZER INC.,00009-0520-01,Testosterone Cypionate,1 MG,1,1,200,200
J1071,Inj testosterone cypionate,PFIZER INC.,00009-0520-10,Testosterone Cypionate,1 MG,10,1,2000,2000
J1071,Inj testosterone cypionate,WEST-WARD PHARMACEUTICAL CORP.,00143-9659-01,Testosterone Cypionate,1 MG,1,1,200,200
J1071,Inj testosterone cypionate,West-Ward Pharmaceuticals Corp,00143-9726-01,Testosterone Cypionate,1 MG,10,1,2000,2000
J1071,Inj testosterone cypionate,HOSPIRA,00409-6557-01,Testosterone Cypionate,1 MG,10,1,1000,1000
J1071,Inj testosterone cypionate,HOSPIRA,00409-6562-01,Testosterone Cypionate,1 MG,1,1,200,200
J1071,Inj testosterone cypionate,HOSPIRA,00409-6562-20,Testosterone Cypionate,1 MG,10,1,2000,2000
J1071,Inj testosterone cypionate,Perrigo Pharmaceuticals,00574-0820-01,Testosterone Cypionate,1 MG,1,1,200,200
J1071,Inj testosterone cypionate,Perrigo Pharmaceuticals,00574-0820-10,Testosterone Cypionate,1 MG,10,1,2000,2000
J1071,Inj testosterone cypionate,Perrigo Pharmaceuticals,00574-0827-10,Testosterone Cypionate,1 MG,10,1,2000,2000
J1071,Inj testosterone cypionate,Watson Pharmaceuticals,00591-3223-79,Testosterone Cypionate,1 MG,10,1,2000,2000
J1071,Inj testosterone cypionate,Watson Pharmaceuticals,00591-4128-79,Testosterone Cypionate,1 MG,10,1,2000,2000
J1071,Inj testosterone cypionate,A-S Medication Solutions,54569-2131-00,Testosterone Cypionate Usp/Nf,1 MG,10,1,2000,2000
J1071,Inj testosterone cypionate,A-S Medication Solutions,54569-5301-00,Depo-Testosterone,1 MG,10,1,1000,1000
J1071,Inj testosterone cypionate,"Sun Pharmaceutical Industries, Ltd.",62756-0015-40,Testosterone Cypionate,1 MG,1,1,200,200
J1071,Inj testosterone cypionate,"Sun Pharmaceutical Industries, Ltd.",62756-0016-40,Testosterone Cypionate,1 MG,10,1,2000,2000
J1071,Inj testosterone cypionate,"Sun Pharmaceutical Industries, Ltd.",62756-0017-40,Testosterone Cypionate,1 MG,10,1,1000,1000
J1100,Dexamethasone sodium phos,West-Ward Pharmaceuticals Corp,00641-0367-25,Dexamethasone Sodium Phosphate,1 MG,1,25,10,250
J1100,Dexamethasone sodium phos,WEST-WARD,00641-6145-25,Dexamethasone Sodium Phosphate,1 MG,1,25,4,100
J1100,Dexamethasone sodium phos,WEST-WARD,00641-6146-25,Dexamethasone Sodium Phosphate,1 MG,5,25,20,500
J1100,Dexamethasone sodium phos,A-S Medication Solutions,54569-3040-00,Dexamethasone Sodium Phosphate,1 MG,30,1,120,120
J1100,Dexamethasone sodium phos,A-S Medication Solutions,54569-4728-00,Dexamethasone Sodium Phosphate,1 MG,1,25,4,100
J1100,Dexamethasone sodium phos,Fresenius Kabi USA LLC,63323-0165-01,Dexamethasone Sodium Phosphate,1 MG,1,25,4,100
J1100,Dexamethasone sodium phos,Fresenius Kabi USA LLC,63323-0165-05,Dexamethasone Sodium Phosphate,1 MG,5,25,20,500
J1100,Dexamethasone sodium phos,Fresenius Kabi USA LLC,63323-0165-16,Dexamethasone Sodium Phosphate,1 MG,1,25,4,100
J1100,Dexamethasone sodium phos,Fresenius Kabi USA LLC,63323-0165-26,Dexamethasone Sodium Phosphate,1 MG,5,25,20,500
J1100,Dexamethasone sodium phos,Fresenius Kabi USA LLC,63323-0165-30,Dexamethasone Sodium Phosphate,1 MG,30,1,120,120
J1100,Dexamethasone sodium phos,Fresenius Kabi USA LLC,63323-0506-01,Dexamethasone Sodium Phosphate,1 MG,1,25,10,250
J1100,Dexamethasone sodium phos,Fresenius Kabi USA LLC,63323-0506-16,Dexamethasone Sodium Phosphate,1 MG,1,25,10,250
J1100,Dexamethasone sodium phos,Fresenius Kabi USA LLC,63323-0516-10,Dexamethasone Sodium Phosphate,1 MG,10,1,100,100
J1100,Dexamethasone sodium phos,Mylan Institutional,67457-0420-10,Dexamethasone Sodium Phosphate,1 MG,10,10,100,1000
J1100,Dexamethasone sodium phos,Mylan Institutional,67457-0421-30,Dexamethasone Sodium Phosphate,1 MG,30,25,120,3000
J1100,Dexamethasone sodium phos,Mylan Institutional,67457-0422-54,Dexamethasone Sodium Phosphate,1 MG,5,25,20,500
J1100,Dexamethasone sodium phos,Mylan Institutional,67457-0423-12,Dexamethasone Sodium Phosphate,1 MG,1,25,4,100
J1100,Dexamethasone sodium phos,Fresenius Kabi USA LLC,76045-0106-10,Dexamethasone Sodium Phosphate,1 MG,1,24,4,96
J1110,Inj dihydroergotamine mesylt,Perrigo Pharmaceuticals,00574-0850-05,Dihydroergotamine Mesylate,1 MG,1,5,1,5
J1110,Inj dihydroergotamine mesylt,Perrigo Pharmaceuticals,00574-0850-10,Dihydroergotamine Mesylate,1 MG,1,10,1,10
J1110,Inj dihydroergotamine mesylt,Valeant Pharmaceuticals International,66490-0041-01,D.H.E. 45,1 MG,1,10,1,10
J1120,Acetazolamid sodium injectio,West-Ward Pharmaceuticals Corp,00143-9503-01,Acetazolamide Sodium,500 MG,1,1,1,1
J1120,Acetazolamid sodium injectio,Sagent Pharmaceuticals Inc,25021-0817-10,Acetazolamide Sodium,500 MG,1,1,1,1
J1120,Acetazolamid sodium injectio,"X-Gen Pharmaceuticals, Inc.",39822-0190-01,Acetazolamide Sodium,500 MG,1,1,1,1
J1120,Acetazolamid sodium injectio,"X-Gen Pharmaceuticals, Inc.",39822-0190-07,Acetazolamide Sodium,500 MG,1,1,1,1
J1120,Acetazolamid sodium injectio,"X-Gen Pharmaceuticals, Inc.",39822-0191-09,Acetazolamide Sodium,500 MG,1,1,1,1
J1160,Digoxin injection,West-Ward Pharmaceuticals Corp,00641-1410-35,Digoxin,0.5 MG,2,25,1,25
J1160,Digoxin injection,NOVAPLUS/WEST-WARD,00641-6184-25,Digoxin,0.5 MG,2,25,1,25
J1160,Digoxin injection,SANDOZ,00781-3059-95,Digoxin,0.5 MG,2,10,1,10
J1160,Digoxin injection,Covis Pharmaceuticals,24987-0260-10,LANOXIN INJ,0.5 MG,1,10,0.2,2
J1160,Digoxin injection,Covis Pharmaceuticals,24987-0262-10,Lanoxin,0.5 MG,1,10,0.2,2
J1162,Digoxin immune fab (ovine),BTG International,50633-0120-11,Digifab,PER VIAL,1,1,1,1
J1165,Phenytoin sodium injection,West-Ward Pharmaceuticals Corp,00641-0493-25,Phenytoin Sodium,50 MG,2,25,2,50
J1165,Phenytoin sodium injection,West-Ward Pharmaceuticals Corp,00641-2555-45,Phenytoin Sodium,50 MG,5,1,5,5
J1165,Phenytoin sodium injection,West-Ward Pharmaceuticals Corp,00641-6138-25,Phenytoin Sodium,50 MG,2,25,2,50
J1165,Phenytoin sodium injection,West-Ward Pharmaceuticals Corp,00641-6139-25,Phenytoin Sodium,50 MG,5,25,5,125
J1165,Phenytoin sodium injection,"X-Gen Pharmaceuticals, Inc.",39822-4050-03,PHENYTOIN,50 MG,2,25,2,50
J1165,Phenytoin sodium injection,"X-Gen Pharmaceuticals, Inc.",39822-4050-06,PHENYTOIN,50 MG,5,25,5,125
J1170,Hydromorphone injection,"HOSPIRA, INC",00409-1283-05,Hydromorphone Hcl,4 MG,0.5,10,0.125,1.25
J1170,Hydromorphone injection,"HOSPIRA, INC",00409-1283-10,HYDROMORPHONE HYDROCHLORIDE,4 MG,1,10,0.25,2.5
J1170,Hydromorphone injection,"HOSPIRA, INC",00409-1283-31,Hydromorphone Hcl,4 MG,1,10,0.25,2.5
J1170,Hydromorphone injection,"HOSPIRA, INC",00409-1304-31,Hydromorphone Hcl,4 MG,1,10,1,10
J1170,Hydromorphone injection,"HOSPIRA, INC",00409-1312-10,HYDROMORPHONE HYDROCHLORIDE,4 MG,1,10,0.5,5
J1170,Hydromorphone injection,"HOSPIRA, INC",00409-1312-30,Hydromorphone Hcl,4 MG,1,10,0.5,5
J1170,Hydromorphone injection,"HOSPIRA, INC",00409-2540-01,Hydromorphone Hcl,4 MG,1,10,1,10
J1170,Hydromorphone injection,"HOSPIRA, INC",00409-2552-01,Hydromorphone Hcl,4 MG,1,10,0.25,2.5
J1170,Hydromorphone injection,"HOSPIRA, INC",00409-2634-01,Hydromorphone Hcl,4 MG,1,10,2.5,25
J1170,Hydromorphone injection,"HOSPIRA, INC",00409-2634-05,Hydromorphone Hcl,4 MG,5,10,12.5,125
J1170,Hydromorphone injection,"HOSPIRA, INC",00409-2634-50,Hydromorphone Hcl,4 MG,50,1,125,125
J1170,Hydromorphone injection,"HOSPIRA, INC",00409-3356-01,Hydromorphone Hcl,4 MG,1,10,0.5,5
J1170,Hydromorphone injection,"HOSPIRA, INC",00409-3365-01,Hydromorphone Hcl,4 MG,1,25,0.5,12.5
J1170,Hydromorphone injection,West-Ward Pharmaceuticals Corp,00641-0121-25,Hydromorphone Hcl,4 MG,1,25,0.5,12.5
J1170,Hydromorphone injection,West-Ward Pharmaceuticals Corp,00641-2341-41,Hydromorphone Hcl,4 MG,20,1,10,10
J1170,Hydromorphone injection,"SICOR PHARMACEUTICALS, INC.",00703-0018-01,HYDROMORPHONE HYDROCHLORIDE,4 MG,50,1,125,125
J1170,Hydromorphone injection,"SICOR PHARMACEUTICALS, INC.",00703-0110-03,HYDROMORPHONE HYDROCHLORIDE,4 MG,1,10,2.5,25
J1170,Hydromorphone injection,"SICOR PHARMACEUTICALS, INC.",00703-0113-03,HYDROMORPHONE HYDROCHLORIDE,4 MG,5,10,12.5,125
J1170,Hydromorphone injection,Akorn,17478-0540-01,HYDROMORPHONE,4 MG,1,10,2.5,25
J1170,Hydromorphone injection,Akorn,17478-0540-05,HYDROMORPHONE,4 MG,5,10,12.5,125
J1170,Hydromorphone injection,Akorn,17478-0540-50,HYDROMORPHONE,4 MG,50,1,125,125
J1170,Hydromorphone injection,Purdue Pharma LP,59011-0441-10,Hydromorphone Hcl,4 MG,1,10,0.25,2.5
J1170,Hydromorphone injection,Purdue Pharma LP,59011-0444-10,Hydromorphone Hcl,4 MG,1,10,1,10
J1170,Hydromorphone injection,Purdue Pharma LP,59011-0445-01,Hydromorphone Hcl,4 MG,1,10,2.5,25
J1170,Hydromorphone injection,Purdue Pharma LP,59011-0445-05,Hydromorphone Hcl,4 MG,5,10,12.5,125
J1170,Hydromorphone injection,"FRESENIUS KABI USA, LLC",76045-0009-05,DILAUDID (PFSyr),4 MG,0.5,24,0.125,3
J1170,Hydromorphone injection,"FRESENIUS KABI USA, LLC",76045-0009-10,DILAUDID (PFSyr),4 MG,1,24,0.25,6
J1170,Hydromorphone injection,"FRESENIUS KABI USA, LLC",76045-0010-10,DILAUDID (PFSyr),4 MG,1,24,0.5,12
J1170,Hydromorphone injection,"FRESENIUS KABI USA, LLC",76045-0011-10,DILAUDID (PFSyr),4 MG,1,24,1,24
J1190,Dexrazoxane hcl injection,PFIZER INC.,00013-8717-62,Zinecard,250 MG,1,1,1,1
J1190,Dexrazoxane hcl injection,PFIZER INC.,00013-8727-89,Zinecard,250 MG,1,1,2,2
J1190,Dexrazoxane hcl injection,ALVOGEN,47781-0578-07,DEXRAZOXANE,250 MG,1,1,2,2
J1190,Dexrazoxane hcl injection,"BRECKENRIDGE PHARMACEUTICAL, INC.",51991-0942-98,DEXRAZOXANE,250 MG,1,1,2,2
J1190,Dexrazoxane hcl injection,CUMBERLAND PHARMACEUTICALS,66220-0110-01,TOTECT,250 MG,1,1,2,2
J1190,Dexrazoxane hcl injection,Mylan Institutional,67457-0207-25,DEXRAZOXANE,250 MG,1,1,1,1
J1190,Dexrazoxane hcl injection,Mylan Institutional,67457-0208-50,DEXRAZOXANE,250 MG,1,1,2,2
J1200,Diphenhydramine hcl injectio,"HOSPIRA, INC",00409-2290-31,Diphenhydramine Hcl,50 MG,1,10,1,10
J1200,Diphenhydramine hcl injectio,West-Ward Pharmaceuticals Corp,00641-0376-25,Diphenhydramine Hcl,50 MG,1,25,1,25
J1200,Diphenhydramine hcl injectio,A-S Medication Solutions,54569-5608-00,Diphenhydramine Hcl,50 MG,1,1,1,1
J1200,Diphenhydramine hcl injectio,A-S Medication Solutions,54569-5815-00,Diphenhydramine Hcl,50 MG,1,25,1,25
J1200,Diphenhydramine hcl injectio,Fresenius Kabi USA LLC,63323-0664-01,Diphenhydramine Hcl,50 MG,1,25,1,25
J1200,Diphenhydramine hcl injectio,Fresenius Kabi USA LLC,63323-0664-16,Diphenhydramine Hcl,50 MG,1,25,1,25
J1200,Diphenhydramine hcl injectio,Mylan Institutional,67457-0124-10,Benadryl,50 MG,10,1,10,10
J1200,Diphenhydramine hcl injectio,Fresenius Kabi USA LLC,76045-0102-10,Diphenhydramine Hcl,50 MG,1,24,1,24
J1205,Chlorothiazide sodium inj,Akorn,17478-0419-40,Chlorothiazide Sodium,500 MG,1,1,1,1
J1205,Chlorothiazide sodium inj,Sagent Pharmaceuticals Inc,25021-0305-20,Chlorothiazide Sodium,500 MG,1,1,1,1
J1205,Chlorothiazide sodium inj,Sun Pharmaceutical Global Fze.,47335-0330-40,Chlorothiazide Sodium,500 MG,1,1,1,1
J1205,Chlorothiazide sodium inj,Fresenius Kabi USA LLC,63323-0658-20,Chlorothiazide Sodium,500 MG,1,1,1,1
J1205,Chlorothiazide sodium inj,Fresenius Kabi USA LLC,63323-0658-27,Chlorothiazide Sodium,500 MG,1,1,1,1
J1205,Chlorothiazide sodium inj,Fresenius Kabi USA LLC,63323-0658-94,Chlorothiazide Sodium,500 MG,1,1,1,1
J1205,Chlorothiazide sodium inj,Mylan Institutional,67457-0263-30,Chlorothiazide Sodium,500 MG,1,1,1,1
J1205,Chlorothiazide sodium inj,Oak,76478-0711-40,Diuril IV,500 MG,1,1,1,1
J1212,Dimethyl sulfoxide 50% 50 ml,Mylan Institutional,67457-0177-50,Rimso-50,50 ML,50,1,1,1
J1230,Methadone injection,Mylan Institutional,67457-0217-20,Methadone Hcl,10 MG,20,1,20,20
J1240,Dimenhydrinate injection,Fresenius Kabi USA LLC,63323-0366-01,Dimenhydrinate,50 MG,1,25,1,25
J1245,Dipyridamole injection,West-Ward Pharmaceuticals Corp,00641-2569-44,Dipyridamole,10 MG,10,5,5,25
J1250,Inj dobutamine hcl/250 mg,Baxter Healthcare Corporation,00338-1073-02,Dobutamine Hcl,250 MG,250,18,1,18
J1250,Inj dobutamine hcl/250 mg,Baxter Healthcare Corporation,00338-1075-02,Dobutamine Hcl,250 MG,250,18,2,36
J1250,Inj dobutamine hcl/250 mg,Baxter Healthcare Corporation,00338-1077-02,Dobutamine Hcl,250 MG,250,18,4,72
J1250,Inj dobutamine hcl/250 mg,"HOSPIRA, INC",00409-2025-20,Dobutamine Hcl,250 MG,20,10,1,10
J1250,Inj dobutamine hcl/250 mg,"HOSPIRA, INC",00409-2025-54,Dobutamine Hcl,250 MG,40,10,2,20
